ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
77950,Tony McQuay,M,22.0,181.0,72.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
77950,Tony McQuay,M,26.0,181.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
77955,James McRae,M,25.0,193.0,93.0,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze
77955,James McRae,M,29.0,193.0,93.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
77980,Mhmmdrsul Mcidov,M,25.0,190.0,91.0,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,Bronze
78005,Anna Maree Devenish Meares,F,20.0,165.0,70.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Bronze
78005,Anna Maree Devenish Meares,F,20.0,165.0,70.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Gold
78005,Anna Maree Devenish Meares,F,24.0,165.0,70.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Sprint,Silver
78005,Anna Maree Devenish Meares,F,28.0,165.0,70.0,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Sprint,Gold
78005,Anna Maree Devenish Meares,F,28.0,165.0,70.0,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Bronze
78005,Anna Maree Devenish Meares,F,32.0,165.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Keirin,Bronze
78006,"Christopher James ""Chris"" Mears",M,23.0,172.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Gold
78055,"Ana Isabel ""Anabel"" Medina Garrigues",F,26.0,169.0,59.0,Spain-1,ESP,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,Silver
78077,Nicols Rubn Medina,M,22.0,176.0,75.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
78119,Molly Meech,F,23.0,178.0,74.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Silver
78120,Sam Meech,M,25.0,183.0,81.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,Bronze
78124,Chantal Olivia Meek,F,29.0,162.0,55.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
78136,Helge Folkert Meeuw,M,19.0,178.0,76.0,Germany,GER,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
78140,Robert Meeuwsen,M,28.0,207.0,92.0,Netherlands-1,NED,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
78144,Zemfira Aliyevna Meftkhtddinova,F,37.0,164.0,66.0,Azerbaijan,AZE,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Women's Skeet,Gold
78144,Zemfira Aliyevna Meftkhtddinova,F,41.0,164.0,66.0,Azerbaijan,AZE,2004 Summer,2004,Summer,Athina,Shooting,Shooting Women's Skeet,Bronze
78193,Majda Mehmedovi,F,22.0,170.0,67.0,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
78253,"Elsiena Janneke ""Elien"" Meijer",F,30.0,177.0,71.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
78267,"Catherine Michelle ""Katie"" Meili",F,25.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
78267,"Catherine Michelle ""Katie"" Meili",F,25.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
78271,Rta Meilutyt,F,15.0,176.0,75.0,Lithuania,LTU,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Breaststroke,Gold
78278,Maren Meinert,F,27.0,173.0,69.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze
78279,Niklas Meinert,M,27.0,181.0,80.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Gold
78281,Gerek Lin Meinhardt,M,26.0,183.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
78290,Filip Meirhaeghe,M,29.0,174.0,70.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Mountainbike, Cross-Country",Silver
78347,Mahiedine Mekhissi-Benabbad,M,23.0,190.0,75.0,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
78347,Mahiedine Mekhissi-Benabbad,M,27.0,190.0,75.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
78347,Mahiedine Mekhissi-Benabbad,M,31.0,190.0,75.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
78350,Yegor Leonidovich Mekhontsev,M,27.0,185.0,81.0,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,Gold
78410,Urbia Melndez Rodrguez,F,28.0,166.0,49.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Flyweight,Silver
78436,Antiopi Melidoni,F,26.0,171.0,63.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Silver
78441,Bektemir Ruzmatzhonovich Melikuziyev,M,20.0,177.0,75.0,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Silver
78442,Arsen Melikyan,M,24.0,170.0,77.0,Armenia,ARM,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middleweight,Bronze
78470,Dagny Mellgren,F,22.0,165.0,67.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
78473,"Wilhelm ""Willi"" Melliger",M,47.0,170.0,73.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
78491,Oussama Mellouli,M,24.0,192.0,84.0,Tunisia,TUN,2008 Summer,2008,Summer,Beijing,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold
78491,Oussama Mellouli,M,28.0,192.0,84.0,Tunisia,TUN,2012 Summer,2012,Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
78491,Oussama Mellouli,M,28.0,192.0,84.0,Tunisia,TUN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 10 kilometres Open Water,Gold
78508,Angelina Romanovna Melnikova,F,16.0,151.0,44.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Silver
78546,Chellsie Marie Memmel (-Maier),F,20.0,160.0,54.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver
78604,Javier Mndez Gonzlez,M,36.0,174.0,84.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
78649,Jessica Mendoza (-Burks),F,23.0,173.0,66.0,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
78649,Jessica Mendoza (-Burks),F,27.0,173.0,66.0,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
78687,Osleidys Menndez Sez,F,20.0,175.0,80.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Javelin Throw,Bronze
78687,Osleidys Menndez Sez,F,24.0,175.0,80.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Javelin Throw,Gold
78703,Sarah Gabrielle Cabral de Menezes,F,22.0,154.0,48.0,Brazil,BRA,2012 Summer,2012,Summer,London,Judo,Judo Women's Extra-Lightweight,Gold
78706,Meng Guanliang,M,27.0,185.0,90.0,China,CHN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
78706,Meng Guanliang,M,31.0,185.0,90.0,China,CHN,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
78716,Meng Suping,F,27.0,173.0,123.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,Gold
78732,Gemma Mengual Civil,F,31.0,173.0,54.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
78732,Gemma Mengual Civil,F,31.0,173.0,54.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
78735,Joaqun Menini,M,24.0,182.0,76.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
78744,Oksana Vladimirovna Menkova,F,26.0,186.0,85.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Hammer Throw,Gold
78750,Florian Mennigen,M,30.0,194.0,93.0,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
78766,Danil Theodor Mensch,M,25.0,200.0,97.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
78775,Barbara Mensing,F,39.0,170.0,70.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Team,Bronze
78796,Marco Meoni,M,27.0,197.0,86.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Bronze
78805,Nouria Mrah-Benida,F,29.0,162.0,54.0,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 1,500 metres",Gold
78833,Yulis Gabriel Mercedes Reyes,M,28.0,163.0,58.0,Dominican Republic,DOM,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Flyweight,Silver
78854,Axel Merckx,M,32.0,191.0,76.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",Bronze
78875,Florin Mergea,M,31.0,180.0,76.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Silver
78890,Delfina Merino,F,22.0,169.0,59.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
78893,Rolando Merio Betancourt,M,29.0,187.0,94.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
78893,Rolando Merio Betancourt,M,37.0,187.0,94.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
78898,Larisa Viktorovna Merk,F,29.0,180.0,80.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze
78911,Petar Khristov Merkov,M,23.0,188.0,95.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver
78911,Petar Khristov Merkov,M,23.0,188.0,95.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
78921,Iryna Oleksivna Merleni-Mykulchyn (Melnyk-),F,22.0,156.0,48.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
78921,Iryna Oleksivna Merleni-Mykulchyn (Melnyk-),F,26.0,156.0,48.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze
78931,Rick Merlo,M,26.0,191.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
78947,Faustine Lucie Merret,F,26.0,163.0,54.0,France,FRA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Windsurfer,Gold
78949,"Robert M. ""Bob"" Merrick",M,29.0,185.0,66.0,United States,USA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Silver
78962,Aries D'Andre Merritt,M,27.0,188.0,72.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,Gold
78964,LaShawn Merritt,M,22.0,191.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,Gold
78964,LaShawn Merritt,M,22.0,191.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
78964,LaShawn Merritt,M,30.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Bronze
78964,LaShawn Merritt,M,30.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
78966,Katharine Merry,F,25.0,173.0,62.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres,Bronze
79003,Germn Mesa Fresneda,M,33.0,172.0,68.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
79004,Liana Mesa Luaces,F,26.0,182.0,73.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Bronze
79014,Ona Meseguer Flaqu,F,24.0,167.0,62.0,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
79053,Lionel Andrs Messi Cuccittini,M,21.0,169.0,67.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
79060,Magali Di Marco Messmer (Chopard-),F,29.0,166.0,53.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Triathlon,Triathlon Women's Olympic Distance,Bronze
79073,ula Meter,M,28.0,203.0,92.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
79074,Giandomenico Mesto,M,22.0,180.0,78.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
79111,Malia Metella,F,22.0,175.0,67.0,France,FRA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 50 metres Freestyle,Silver
79112,Mehdy Metella,M,24.0,190.0,90.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
79116,Petar Metlii,M,27.0,194.0,94.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold
79212,Heiko Meyer,M,23.0,160.0,57.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Platform,Bronze
79224,Maximilian Meyer,M,20.0,173.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
79256,Boaz Cornelius Meylink,M,32.0,195.0,93.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
79258,William Meynard,M,29.0,190.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
79261,Albert Meyong Ze,M,19.0,172.0,,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
79270,Ruslan Volodymyrovych Mezentsev,M,19.0,168.0,60.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver
79272,Assefa Mezgebu,M,22.0,175.0,55.0,Ethiopia,ETH,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",Bronze
79300,Mia Audina Tjiptawan-Lobman,F,24.0,163.0,67.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Badminton,Badminton Women's Singles,Silver
79306,Michele Mian,M,31.0,193.0,95.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Silver
79319,Przemysaw Miarczyski,M,32.0,185.0,78.0,Poland,POL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Windsurfer,Bronze
79331,Martina Miceli,F,30.0,168.0,62.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
79345,Meredith T. Michaels-Beerbaum,F,46.0,162.0,51.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
79362,Monika Ewa Michalik (Rogien-),F,36.0,167.0,63.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
79366,Julia Ludwika Michalska,F,27.0,179.0,69.0,Poland,POL,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Double Sculls,Bronze
79387,Bjrn Michel,M,29.0,185.0,82.0,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
79420,Chantelle Lee Michell-Newbery,F,27.0,153.0,53.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Platform,Gold
79420,Chantelle Lee Michell-Newbery,F,27.0,153.0,53.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Springboard,Bronze
79458,Anna Mickelson-Cummins,F,24.0,183.0,75.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Silver
79458,Anna Mickelson-Cummins,F,28.0,183.0,75.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
79502,"Douglas Andrew ""Doug"" Mientkiewicz",M,26.0,185.0,86.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
79504,Hiram Ricardo Mier Alans,M,22.0,179.0,70.0,Mexico,MEX,2012 Summer,2012,Summer,London,Football,Football Men's Football,Gold
79541,Clment Mignon,M,23.0,187.0,75.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
79553,Yelena Sergeyevna Migunova,F,24.0,168.0,58.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
79561,Brankica Mihajlovi,F,25.0,190.0,83.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Silver
79591,Vasa Miji,M,27.0,186.0,80.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
79607,"John Michael Nchekwube Obinna ""John Mikel Obi"" Mikel",M,29.0,179.0,86.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
79629,Aleksandr Vyacheslavovich Mikhaylin,M,32.0,195.0,115.0,Russia,RUS,2012 Summer,2012,Summer,London,Judo,Judo Men's Heavyweight,Silver
79638,Maksim Mikhaylovich Mikhaylov,M,20.0,202.0,103.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
79638,Maksim Mikhaylovich Mikhaylov,M,24.0,202.0,103.0,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
79641,Sergey Mikhaylov,M,24.0,187.0,80.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,Bronze
79676,Henriette Rnde (-Henriette Mller) Mikkelsen,F,23.0,166.0,63.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
79714,Beata Mikoajczyk,F,22.0,170.0,68.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
79714,Beata Mikoajczyk,F,26.0,170.0,68.0,Poland,POL,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
79714,Beata Mikoajczyk,F,30.0,170.0,68.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
79754,Paolo Milanoli,M,30.0,191.0,78.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Team",Gold
79770,Tiffeny Carleen Milbrett,F,27.0,155.0,56.0,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver
79776,Mykola Mykolaiovych Milchev,M,32.0,180.0,90.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Men's Skeet,Gold
79795,Gina Miles,F,34.0,163.0,57.0,United States,USA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
79800,Jearl Atawa Miles-Clark,F,34.0,170.0,60.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
79839,Radmila Miljani-Petrovi,F,24.0,157.0,60.0,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
79840,Ivan Miljkovi,M,21.0,206.0,88.0,Serbia and Montenegro,SCG,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,Gold
79855,Ian Millar,M,61.0,185.0,76.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
79856,Ryan Madsen Millar,M,30.0,204.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
79880,Coby Miller,M,27.0,168.0,68.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
79881,Cody Miller,M,24.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
79881,Cody Miller,M,24.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
79890,Gail Louise Miller (-Tune),F,23.0,180.0,65.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold
79928,Ramon Salomon Miller,M,21.0,180.0,67.0,Bahamas,BAH,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
79928,Ramon Salomon Miller,M,25.0,180.0,67.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
79929,Randi Criner Miller,F,24.0,157.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
79938,Shaunae Miller (-Uibo),F,22.0,185.0,69.0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Gold
79969,Alice Mary Mills (-Tait),F,18.0,175.0,63.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
79969,Alice Mary Mills (-Tait),F,18.0,175.0,63.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
79969,Alice Mary Mills (-Tait),F,22.0,175.0,63.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
79976,Hannah Louise Mills,F,24.0,157.0,50.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Two Person Dinghy,Silver
79976,Hannah Louise Mills,F,28.0,157.0,50.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Gold
79980,Melissa Ann Mills,F,26.0,180.0,67.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold
80002,Stephen Milne,M,22.0,185.0,76.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
80039,Jelena Milovanovi,F,27.0,190.0,84.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
80042,Lalita Vadimovna Milshina-Yauhleuskaya,F,36.0,158.0,64.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
80053,DeLisha Lachell Milton-Jones,F,26.0,185.0,84.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Gold
80053,DeLisha Lachell Milton-Jones,F,33.0,185.0,84.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold
80068,Serge Mimpo-Tsintsm,M,26.0,,,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
80099,Sumika Minamoto,F,21.0,168.0,64.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
80107,Gor Minasyan,M,21.0,180.0,140.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
80125,Juraj Mink,M,23.0,181.0,76.0,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze
80127,Ildik Mincza-Nbald,F,38.0,172.0,59.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's epee, Individual",Bronze
80134,Hans Peter Francois Minderhoud,M,34.0,190.0,75.0,Nadine,NED,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
80136,Revaz Mindorashvili,M,32.0,175.0,84.0,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
80138,Yukiyo Mine,F,20.0,166.0,63.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
80165,Andrea Minguzzi,M,26.0,179.0,84.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
80181,Sandra Minnert,F,27.0,173.0,68.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Bronze
80181,Sandra Minnert,F,31.0,173.0,68.0,Germany,GER,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Bronze
80204,Jevaughn Minzie,M,21.0,178.0,85.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
